invoiceNumber,accountingCode,AccountName,invoiceDate,invoiceFrom,invoiceTo,Description,numberOfCalls,callDuration,FeeAmount
16458,BRO03, BroadReach Consulting LLC Incorporated in Delawa,2021-06-15,2021-05-15,2021-06-14,Teams Voice Plus Subscription @ R159.00 per User,0,0,1431.00
16458,BRO03, BroadReach Consulting LLC Incorporated in Delawa,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,432,32522,381.05
16458,BRO03, BroadReach Consulting LLC Incorporated in Delawa,2021-06-15,2021-05-15,2021-06-14,Special,14,3278,20.16
16458,BRO03, BroadReach Consulting LLC Incorporated in Delawa,2021-06-15,2021-05-15,2021-06-14,National,19,3136,14.37
16458,BRO03, BroadReach Consulting LLC Incorporated in Delawa,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,22,2996,35.05
16458,BRO03, BroadReach Consulting LLC Incorporated in Delawa,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,1,54,0.63
16354,7AR01,7 Arrows Security (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,167,12071,131.64
16354,7AR01,7 Arrows Security (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Router Rental,0,0,2500.00
16354,7AR01,7 Arrows Security (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,319,28874,40.42
16354,7AR01,7 Arrows Security (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,1769,71925,456.59
16354,7AR01,7 Arrows Security (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,8,232,2.57
16354,7AR01,7 Arrows Security (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Virtual Access,155,12482,36.16
16354,7AR01,7 Arrows Security (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Virtual Access,342,29921,86.52
16354,7AR01,7 Arrows Security (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Call Recording - Hosted Call Recording - Enterprise 50000 - 7 Arrows Security (PTY) LTD,0,0,700.00
16354,7AR01,7 Arrows Security (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,99.00
16354,7AR01,7 Arrows Security (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,43,4881,53.11
16168,AHOL,A.Holman Trading Company (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,1945,275931,1801.82
16168,AHOL,A.Holman Trading Company (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,12,1396,1.69
16168,AHOL,A.Holman Trading Company (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,278,28264,199.17
16168,AHOL,A.Holman Trading Company (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,607,47605,518.73
16282,ABC02,ABC Printers (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,2077,190806,1051.35
16282,ABC02,ABC Printers (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,102,15608,104.96
16282,ABC02,ABC Printers (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,13,993,10.82
16282,ABC02,ABC Printers (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Router Rental,0,0,5950.00
16282,ABC02,ABC Printers (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,15,958,5.33
16282,ABC02,ABC Printers (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,205,15660,170.64
16282,ABC02,ABC Printers (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,2215,199948,2177.76
16282,ABC02,ABC Printers (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Redundancy,0,0,299.00
16282,ABC02,ABC Printers (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,99.00
16282,ABC02,ABC Printers (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,1,18,0.45
16282,ABC02,ABC Printers (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,180,55334,313.42
16244,ABC01,ABC Pumps and Engineering (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,190,23437,131.00
16244,ABC01,ABC Pumps and Engineering (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Redundancy,0,0,299.00
16244,ABC01,ABC Pumps and Engineering (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Router Rental,0,0,1999.00
16244,ABC01,ABC Pumps and Engineering (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,1,27,0.32
16244,ABC01,ABC Pumps and Engineering (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,553,51031,597.50
16244,ABC01,ABC Pumps and Engineering (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,1,19,0.23
16244,ABC01,ABC Pumps and Engineering (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,406,46623,411.97
16244,ABC01,ABC Pumps and Engineering (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,40,10376,60.74
16244,ABC01,ABC Pumps and Engineering (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,EEE LINE,0,0,1599.00
16179,ACT01,Action Volunteers Africa ,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16179,ACT01,Action Volunteers Africa ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,65,1777,22.44
16477,ADA06,Adam Chicktay T/A Vitacare Pharmacy -Medproc,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,99.00
16477,ADA06,Adam Chicktay T/A Vitacare Pharmacy -Medproc,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,24,3418,35.47
16477,ADA06,Adam Chicktay T/A Vitacare Pharmacy -Medproc,2021-06-15,2021-05-15,2021-06-14,National,22,4263,28.00
16477,ADA06,Adam Chicktay T/A Vitacare Pharmacy -Medproc,2021-06-15,2021-05-15,2021-06-14,Special,1,440,3.98
16477,ADA06,Adam Chicktay T/A Vitacare Pharmacy -Medproc,2021-06-15,2021-05-15,2021-06-14,Special,5,4632,30.11
16477,ADA06,Adam Chicktay T/A Vitacare Pharmacy -Medproc,2021-06-15,2021-05-15,2021-06-14,Local,12,2949,14.36
16477,ADA06,Adam Chicktay T/A Vitacare Pharmacy -Medproc,2021-06-15,2021-05-15,2021-06-14,Local,54,7601,47.33
16422,ADA04,Adam Chicktay T/A Vitacare Pharmacy-Plattekloof,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,1,5,0.06
16422,ADA04,Adam Chicktay T/A Vitacare Pharmacy-Plattekloof,2021-06-15,2021-05-15,2021-06-14,Special,20,9278,61.33
16422,ADA04,Adam Chicktay T/A Vitacare Pharmacy-Plattekloof,2021-06-15,2021-05-15,2021-06-14,National,18,2257,17.90
16422,ADA04,Adam Chicktay T/A Vitacare Pharmacy-Plattekloof,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,317,25569,265.97
16422,ADA04,Adam Chicktay T/A Vitacare Pharmacy-Plattekloof,2021-06-15,2021-05-15,2021-06-14,Local,326,31332,127.38
16422,ADA04,Adam Chicktay T/A Vitacare Pharmacy-Plattekloof,2021-06-15,2021-05-15,2021-06-14,Local,22,1888,10.47
16422,ADA04,Adam Chicktay T/A Vitacare Pharmacy-Plattekloof,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,30,2649,27.55
16420,ADA02,Adam Chicktay T/A Vitacare Pharmacy-Rondebosch  ,2021-06-15,2021-05-15,2021-06-14,Local,1432,137016,558.30
16420,ADA02,Adam Chicktay T/A Vitacare Pharmacy-Rondebosch  ,2021-06-15,2021-05-15,2021-06-14,National,1,124,0.31
16420,ADA02,Adam Chicktay T/A Vitacare Pharmacy-Rondebosch  ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,730,68089,707.70
16420,ADA02,Adam Chicktay T/A Vitacare Pharmacy-Rondebosch  ,2021-06-15,2021-05-15,2021-06-14,Special,2,413,1.54
16420,ADA02,Adam Chicktay T/A Vitacare Pharmacy-Rondebosch  ,2021-06-15,2021-05-15,2021-06-14,Special,93,22856,148.16
16420,ADA02,Adam Chicktay T/A Vitacare Pharmacy-Rondebosch  ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,5,325,3.39
16420,ADA02,Adam Chicktay T/A Vitacare Pharmacy-Rondebosch  ,2021-06-15,2021-05-15,2021-06-14,On Net,4,98,0.00
16420,ADA02,Adam Chicktay T/A Vitacare Pharmacy-Rondebosch  ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,134,9831,102.43
16420,ADA02,Adam Chicktay T/A Vitacare Pharmacy-Rondebosch  ,2021-06-15,2021-05-15,2021-06-14,Local,122,11609,40.90
16420,ADA02,Adam Chicktay T/A Vitacare Pharmacy-Rondebosch  ,2021-06-15,2021-05-15,2021-06-14,National,61,14286,84.57
16421,ADA03,Adam Chicktay T/A Vitacare Pharmacy-Rustenberg ,2021-06-15,2021-05-15,2021-06-14,National,16,3613,24.46
16421,ADA03,Adam Chicktay T/A Vitacare Pharmacy-Rustenberg ,2021-06-15,2021-05-15,2021-06-14,Local,685,54819,258.51
16421,ADA03,Adam Chicktay T/A Vitacare Pharmacy-Rustenberg ,2021-06-15,2021-05-15,2021-06-14,Special,2,136,0.00
16421,ADA03,Adam Chicktay T/A Vitacare Pharmacy-Rustenberg ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,3,192,1.99
16421,ADA03,Adam Chicktay T/A Vitacare Pharmacy-Rustenberg ,2021-06-15,2021-05-15,2021-06-14,National,1,342,1.83
16421,ADA03,Adam Chicktay T/A Vitacare Pharmacy-Rustenberg ,2021-06-15,2021-05-15,2021-06-14,Special,37,7937,46.43
16421,ADA03,Adam Chicktay T/A Vitacare Pharmacy-Rustenberg ,2021-06-15,2021-05-15,2021-06-14,Local,125,7890,40.04
16421,ADA03,Adam Chicktay T/A Vitacare Pharmacy-Rustenberg ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,198,11705,122.07
16421,ADA03,Adam Chicktay T/A Vitacare Pharmacy-Rustenberg ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,683,47122,490.62
16199,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,99.00
16199,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,2021-06-15,2021-05-15,2021-06-14,Router Rental,0,0,499.00
16348,ADD01,Addlease (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,245,37437,406.74
16348,ADD01,Addlease (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,71,24623,175.02
16348,ADD01,Addlease (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,155,23921,109.33
16348,ADD01,Addlease (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,9,1854,20.12
16348,ADD01,Addlease (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,61,8740,61.01
16348,ADD01,Addlease (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,270.00
16494,AGR02,AG Aviation Africa ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,2,354,3.85
16494,AGR02,AG Aviation Africa ,2021-06-15,2021-05-15,2021-06-14,Teams Voice Plus Subscription @ R159.00 per User,0,0,477.00
16494,AGR02,AG Aviation Africa ,2021-06-15,2021-05-15,2021-06-14,Microsoft Phone License @R221.00 per User,0,0,663.00
16494,AGR02,AG Aviation Africa ,2021-06-15,2021-05-15,2021-06-14,International,1,659,26.47
16443,AGR01,Agri Africa FZE,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,51,18859,204.56
16443,AGR01,Agri Africa FZE,2021-06-15,2021-05-15,2021-06-14,Local,18,3920,27.00
16443,AGR01,Agri Africa FZE,2021-06-15,2021-05-15,2021-06-14,International,18,2136,72.70
16443,AGR01,Agri Africa FZE,2021-06-15,2021-05-15,2021-06-14,National,14,1547,8.40
16443,AGR01,Agri Africa FZE,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,295.00
16443,AGR01,Agri Africa FZE,2021-06-15,2021-05-15,2021-06-14,Special,22,4736,6.17
16449,AIR01,Airports Meats (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,Local,343,43555,305.07
16449,AIR01,Airports Meats (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,1475,120162,1507.57
16449,AIR01,Airports Meats (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,National,31,6294,49.79
16449,AIR01,Airports Meats (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,212,12360,155.29
16449,AIR01,Airports Meats (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 4 - 8 Lines,0,0,440.00
16449,AIR01,Airports Meats (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,Local,19,1190,4.93
16449,AIR01,Airports Meats (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,Special,1,466,0.63
16449,AIR01,Airports Meats (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,Special,59,33401,206.48
16449,AIR01,Airports Meats (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,National,1,417,2.44
16190,SEE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16344,ALL01,Allweld Marine and Industrial (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,60,8881,66.20
16344,ALL01,Allweld Marine and Industrial (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,68,15257,152.57
16344,ALL01,Allweld Marine and Industrial (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,593,68185,441.81
16344,ALL01,Allweld Marine and Industrial (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,40,14323,94.43
16344,ALL01,Allweld Marine and Industrial (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,1032,99096,990.96
16344,ALL01,Allweld Marine and Industrial (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,International,6,1332,56.26
16344,ALL01,Allweld Marine and Industrial (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,2,208,2.08
16344,ALL01,Allweld Marine and Industrial (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,1,80,0.80
16344,ALL01,Allweld Marine and Industrial (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
16170,ALT01,Altyd Tevrede Beleggins,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16170,ALT01,Altyd Tevrede Beleggins,2021-06-15,2021-05-15,2021-06-14,Local,85,8896,64.21
16170,ALT01,Altyd Tevrede Beleggins,2021-06-15,2021-05-15,2021-06-14,Special,1,16,0.15
16170,ALT01,Altyd Tevrede Beleggins,2021-06-15,2021-05-15,2021-06-14,National,6,458,2.73
16170,ALT01,Altyd Tevrede Beleggins,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,193,39005,488.28
16177,AQU01,Aquaton Plumbing CC,2021-06-15,2021-05-15,2021-06-14,Local,59,4485,38.46
16177,AQU01,Aquaton Plumbing CC,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16177,AQU01,Aquaton Plumbing CC,2021-06-15,2021-05-15,2021-06-14,Special,2,421,3.82
16177,AQU01,Aquaton Plumbing CC,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,392,12995,163.82
16204,ARC01,Arch Actuarial Consulting CC,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16204,ARC01,Arch Actuarial Consulting CC,2021-06-15,2021-05-15,2021-06-14,Local,2,22,0.28
16204,ARC01,Arch Actuarial Consulting CC,2021-06-15,2021-05-15,2021-06-14,Local,76,8214,94.15
16204,ARC01,Arch Actuarial Consulting CC,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16204,ARC01,Arch Actuarial Consulting CC,2021-06-15,2021-05-15,2021-06-14,Router Rental,0,0,379.00
16355,ARG01,Argantic-Gacs ,2021-06-15,2021-05-15,2021-06-14,National,36,7336,77.97
16355,ARG01,Argantic-Gacs ,2021-06-15,2021-05-15,2021-06-14,Local,33,3765,31.55
16355,ARG01,Argantic-Gacs ,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,99.00
16355,ARG01,Argantic-Gacs ,2021-06-15,2021-05-15,2021-06-14,Special,19,4645,19.17
16355,ARG01,Argantic-Gacs ,2021-06-15,2021-05-15,2021-06-14,Special,2,705,0.21
16355,ARG01,Argantic-Gacs ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,259,43084,468.02
16355,ARG01,Argantic-Gacs ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,59,2900,31.73
16423,ARI01,Arizon Business Solution ,2021-06-15,2021-05-15,2021-06-14,National,6,2530,26.31
16423,ARI01,Arizon Business Solution ,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
16423,ARI01,Arizon Business Solution ,2021-06-15,2021-05-15,2021-06-14,Local,2,34,0.43
16423,ARI01,Arizon Business Solution ,2021-06-15,2021-05-15,2021-06-14,Local,61,5719,47.97
16423,ARI01,Arizon Business Solution ,2021-06-15,2021-05-15,2021-06-14,Special,6,1784,11.39
16423,ARI01,Arizon Business Solution ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,29,4639,58.09
16425,ATE01,Ate On Plein CC,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
16425,ATE01,Ate On Plein CC,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,43,2695,31.64
16425,ATE01,Ate On Plein CC,2021-06-15,2021-05-15,2021-06-14,Special,34,9018,41.35
16425,ATE01,Ate On Plein CC,2021-06-15,2021-05-15,2021-06-14,Local,35,5641,32.16
16425,ATE01,Ate On Plein CC,2021-06-15,2021-05-15,2021-06-14,National,12,772,7.81
16425,ATE01,Ate On Plein CC,2021-06-15,2021-05-15,2021-06-14,Local,11,408,1.35
16425,ATE01,Ate On Plein CC,2021-06-15,2021-05-15,2021-06-14,Special,7,1549,5.73
16425,ATE01,Ate On Plein CC,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,19,960,11.29
16377,AUR03,Auric Auto (Pty) Ltd Claremont,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,43,1863,18.63
16377,AUR03,Auric Auto (Pty) Ltd Claremont,2021-06-15,2021-05-15,2021-06-14,Local,10,1762,11.31
16377,AUR03,Auric Auto (Pty) Ltd Claremont,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,99.00
16377,AUR03,Auric Auto (Pty) Ltd Claremont,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,3562,365755,3657.55
16377,AUR03,Auric Auto (Pty) Ltd Claremont,2021-06-15,2021-05-15,2021-06-14,Special,100,4342,19.62
16377,AUR03,Auric Auto (Pty) Ltd Claremont,2021-06-15,2021-05-15,2021-06-14,National,173,41620,314.05
16377,AUR03,Auric Auto (Pty) Ltd Claremont,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,73,7073,70.73
16377,AUR03,Auric Auto (Pty) Ltd Claremont,2021-06-15,2021-05-15,2021-06-14,Special,248,70518,407.50
16377,AUR03,Auric Auto (Pty) Ltd Claremont,2021-06-15,2021-05-15,2021-06-14,Local,728,95727,490.18
16371,AUR02,Auric Auto (PTY) LTD t/a Auto Atlantic,2021-06-15,2021-05-15,2021-06-14,Local,1063,139083,762.50
16371,AUR02,Auric Auto (PTY) LTD t/a Auto Atlantic,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,20,2222,22.22
16371,AUR02,Auric Auto (PTY) LTD t/a Auto Atlantic,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,184,13902,139.02
16371,AUR02,Auric Auto (PTY) LTD t/a Auto Atlantic,2021-06-15,2021-05-15,2021-06-14,National,249,47650,371.47
16371,AUR02,Auric Auto (PTY) LTD t/a Auto Atlantic,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,3607,328501,3285.01
16371,AUR02,Auric Auto (PTY) LTD t/a Auto Atlantic,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,99.00
16371,AUR02,Auric Auto (PTY) LTD t/a Auto Atlantic,2021-06-15,2021-05-15,2021-06-14,National,1,4,0.02
16371,AUR02,Auric Auto (PTY) LTD t/a Auto Atlantic,2021-06-15,2021-05-15,2021-06-14,Special,199,67920,427.07
16371,AUR02,Auric Auto (PTY) LTD t/a Auto Atlantic,2021-06-15,2021-05-15,2021-06-14,Local,23,1357,6.58
16371,AUR02,Auric Auto (PTY) LTD t/a Auto Atlantic,2021-06-15,2021-05-15,2021-06-14,Special,5,1067,2.12
16412,AUR04,Auto Atlantic Approved Repair Centre (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,13,759,8.26
16412,AUR04,Auto Atlantic Approved Repair Centre (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,656,66369,722.14
16412,AUR04,Auto Atlantic Approved Repair Centre (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,1,13,0.15
16412,AUR04,Auto Atlantic Approved Repair Centre (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,64,10873,87.17
16412,AUR04,Auto Atlantic Approved Repair Centre (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,99.00
16412,AUR04,Auto Atlantic Approved Repair Centre (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,73,21305,124.59
16412,AUR04,Auto Atlantic Approved Repair Centre (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,509,62245,318.93
16412,AUR04,Auto Atlantic Approved Repair Centre (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,1,1,0.00
16412,AUR04,Auto Atlantic Approved Repair Centre (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,1,210,2.28
16363,BAR02,Barloworld Logistics Africa (Pty) Ltd,2021-06-15,2021-05-15,2021-06-14,International,2,226,0.23
16363,BAR02,Barloworld Logistics Africa (Pty) Ltd,2021-06-15,2021-05-15,2021-06-14,Wireless Connectivity,0,0,1550.00
16363,BAR02,Barloworld Logistics Africa (Pty) Ltd,2021-06-15,2021-05-15,2021-06-14,Local,1,190,0.80
16363,BAR02,Barloworld Logistics Africa (Pty) Ltd,2021-06-15,2021-05-15,2021-06-14,Local,458,47476,280.75
16363,BAR02,Barloworld Logistics Africa (Pty) Ltd,2021-06-15,2021-05-15,2021-06-14,National,369,64876,524.93
16363,BAR02,Barloworld Logistics Africa (Pty) Ltd,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,554,81163,811.63
16363,BAR02,Barloworld Logistics Africa (Pty) Ltd,2021-06-15,2021-05-15,2021-06-14,Special,33,4948,25.41
16363,BAR02,Barloworld Logistics Africa (Pty) Ltd,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,2,568,5.68
16267,BAR01,Barloworld Logistics Africa (PTY) LTD - Port Elizabeth ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,1,3,0.03
16267,BAR01,Barloworld Logistics Africa (PTY) LTD - Port Elizabeth ,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 4 - 8 Lines,0,0,440.00
16267,BAR01,Barloworld Logistics Africa (PTY) LTD - Port Elizabeth ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,114,21475,214.75
16267,BAR01,Barloworld Logistics Africa (PTY) LTD - Port Elizabeth ,2021-06-15,2021-05-15,2021-06-14,International,3,304,1.62
16267,BAR01,Barloworld Logistics Africa (PTY) LTD - Port Elizabeth ,2021-06-15,2021-05-15,2021-06-14,Special,3,1381,7.82
16267,BAR01,Barloworld Logistics Africa (PTY) LTD - Port Elizabeth ,2021-06-15,2021-05-15,2021-06-14,National,83,12911,80.54
16279,BED01,Bedspring Manufacturers CC Western Cape,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16279,BED01,Bedspring Manufacturers CC Western Cape,2021-06-15,2021-05-15,2021-06-14,Local,114,19373,142.45
16279,BED01,Bedspring Manufacturers CC Western Cape,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,1,459,5.74
16279,BED01,Bedspring Manufacturers CC Western Cape,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,203,28668,359.10
16279,BED01,Bedspring Manufacturers CC Western Cape,2021-06-15,2021-05-15,2021-06-14,National,95,19453,98.28
16279,BED01,Bedspring Manufacturers CC Western Cape,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,2,88,1.11
16279,BED01,Bedspring Manufacturers CC Western Cape,2021-06-15,2021-05-15,2021-06-14,Special,22,5778,25.73
16157,BGC01,Bellville Golf Club,2021-06-15,2021-05-15,2021-06-14,Special,12,2677,16.38
16157,BGC01,Bellville Golf Club,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,299.00
16157,BGC01,Bellville Golf Club,2021-06-15,2021-05-15,2021-06-14,Special,1,141,1.28
16157,BGC01,Bellville Golf Club,2021-06-15,2021-05-15,2021-06-14,National,12,1393,10.79
16157,BGC01,Bellville Golf Club,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,48,5470,68.57
16157,BGC01,Bellville Golf Club,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,188,24095,301.90
16157,BGC01,Bellville Golf Club,2021-06-15,2021-05-15,2021-06-14,Local,40,4606,31.03
16157,BGC01,Bellville Golf Club,2021-06-15,2021-05-15,2021-06-14,Local,3,473,4.62
16280,BE-01,Bet-EL,2021-06-15,2021-05-15,2021-06-14,National,1,231,1.35
16280,BE-01,Bet-EL,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,315,21282,232.04
16280,BE-01,Bet-EL,2021-06-15,2021-05-15,2021-06-14,Local,79,14616,83.16
16280,BE-01,Bet-EL,2021-06-15,2021-05-15,2021-06-14,Special,18,3606,15.46
16280,BE-01,Bet-EL,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16362,BLA01,Black Bird Trading 236 CC,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,241,19481,228.24
16362,BLA01,Black Bird Trading 236 CC,2021-06-15,2021-05-15,2021-06-14,National,9,2659,22.85
16362,BLA01,Black Bird Trading 236 CC,2021-06-15,2021-05-15,2021-06-14,Special,57,23186,157.30
16362,BLA01,Black Bird Trading 236 CC,2021-06-15,2021-05-15,2021-06-14,Local,134,14807,97.65
16362,BLA01,Black Bird Trading 236 CC,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
16362,BLA01,Black Bird Trading 236 CC,2021-06-15,2021-05-15,2021-06-14,International,3,1457,1.63
