invoiceNumber,accountingCode,AccountName,invoiceDate,invoiceFrom,invoiceTo,Description,numberOfCalls,callDuration,FeeAmount
16277,DJC01,DJC Hardware (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,1,36,0.42
16277,DJC01,DJC Hardware (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,2,574,5.20
16277,DJC01,DJC Hardware (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,2,454,4.12
16277,DJC01,DJC Hardware (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,2,290,3.39
16277,DJC01,DJC Hardware (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,7,319,3.76
16166,DEE01,Doctor Deetlefs-Roux Inc,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,7,1605,17.43
16166,DEE01,Doctor Deetlefs-Roux Inc,2021-06-15,2021-05-15,2021-06-14,Local,110,15589,127.59
16166,DEE01,Doctor Deetlefs-Roux Inc,2021-06-15,2021-05-15,2021-06-14,National,1,4,0.03
16166,DEE01,Doctor Deetlefs-Roux Inc,2021-06-15,2021-05-15,2021-06-14,National,35,5562,33.56
16166,DEE01,Doctor Deetlefs-Roux Inc,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,1,0,0.00
16166,DEE01,Doctor Deetlefs-Roux Inc,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,201,32092,348.72
16166,DEE01,Doctor Deetlefs-Roux Inc,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16166,DEE01,Doctor Deetlefs-Roux Inc,2021-06-15,2021-05-15,2021-06-14,Special,22,7487,47.33
16166,DEE01,Doctor Deetlefs-Roux Inc,2021-06-15,2021-05-15,2021-06-14,Local,2,220,1.10
16275,DOC01,Doctors for healing t/a Malachite Center,2021-06-15,2021-05-15,2021-06-14,Local,195,20298,131.18
16275,DOC01,Doctors for healing t/a Malachite Center,2021-06-15,2021-05-15,2021-06-14,Special,14,7191,41.49
16275,DOC01,Doctors for healing t/a Malachite Center,2021-06-15,2021-05-15,2021-06-14,Special,1,439,0.59
16275,DOC01,Doctors for healing t/a Malachite Center,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,306,26067,326.99
16275,DOC01,Doctors for healing t/a Malachite Center,2021-06-15,2021-05-15,2021-06-14,National,67,12404,107.70
16275,DOC01,Doctors for healing t/a Malachite Center,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16224,DOU01,Doug Jeffery Environmental Consulting (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,21,3146,36.78
16224,DOU01,Doug Jeffery Environmental Consulting (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16224,DOU01,Doug Jeffery Environmental Consulting (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Router Rental,0,0,379.00
16224,DOU01,Doug Jeffery Environmental Consulting (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,21,2604,15.64
16224,DOU01,Doug Jeffery Environmental Consulting (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,4,446,1.82
16315,DPS01,DPS Integro LTD,2021-06-15,2021-05-15,2021-06-14,National,1,10,0.06
16315,DPS01,DPS Integro LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,1,48,0.60
16315,DPS01,DPS Integro LTD,2021-06-15,2021-05-15,2021-06-14,Local,2,544,6.80
16315,DPS01,DPS Integro LTD,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
16315,DPS01,DPS Integro LTD,2021-06-15,2021-05-15,2021-06-14,CPE Monthly,0,0,429.00
16216,JAC01,Dr Jaques Van Deventer Inc,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,304,42782,514.52
16216,JAC01,Dr Jaques Van Deventer Inc,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16216,JAC01,Dr Jaques Van Deventer Inc,2021-06-15,2021-05-15,2021-06-14,Local,77,7980,57.83
16216,JAC01,Dr Jaques Van Deventer Inc,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,2,515,6.19
16216,JAC01,Dr Jaques Van Deventer Inc,2021-06-15,2021-05-15,2021-06-14,Special,19,9724,59.43
16216,JAC01,Dr Jaques Van Deventer Inc,2021-06-15,2021-05-15,2021-06-14,National,7,1881,17.48
16410,DRH01,Dr JL Haughton - Bothasig,2021-06-15,2021-05-15,2021-06-14,National,2,2224,5.57
16410,DRH01,Dr JL Haughton - Bothasig,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,776,72074,784.37
16410,DRH01,Dr JL Haughton - Bothasig,2021-06-15,2021-05-15,2021-06-14,Local,20,1826,7.54
16410,DRH01,Dr JL Haughton - Bothasig,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
16410,DRH01,Dr JL Haughton - Bothasig,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,1,53,0.58
16410,DRH01,Dr JL Haughton - Bothasig,2021-06-15,2021-05-15,2021-06-14,Local,420,33876,169.39
16410,DRH01,Dr JL Haughton - Bothasig,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,58,5218,56.79
16410,DRH01,Dr JL Haughton - Bothasig,2021-06-15,2021-05-15,2021-06-14,Special,9,3124,19.52
16418,DRH02,Dr JL Haughton - Goodwood ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,1,29,0.32
16418,DRH02,Dr JL Haughton - Goodwood ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,9,1764,19.15
16418,DRH02,Dr JL Haughton - Goodwood ,2021-06-15,2021-05-15,2021-06-14,Local,265,27256,138.99
16418,DRH02,Dr JL Haughton - Goodwood ,2021-06-15,2021-05-15,2021-06-14,Special,12,5654,25.37
16418,DRH02,Dr JL Haughton - Goodwood ,2021-06-15,2021-05-15,2021-06-14,National,1,192,1.12
16418,DRH02,Dr JL Haughton - Goodwood ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,296,26709,290.82
16418,DRH02,Dr JL Haughton - Goodwood ,2021-06-15,2021-05-15,2021-06-14,Local,7,557,1.56
16418,DRH02,Dr JL Haughton - Goodwood ,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,185.00
16305,DRL01,Dr Lou Hofmeyr Cardiology INC,2021-06-15,2021-05-15,2021-06-14,National,6,638,5.38
16305,DRL01,Dr Lou Hofmeyr Cardiology INC,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,295.00
16305,DRL01,Dr Lou Hofmeyr Cardiology INC,2021-06-15,2021-05-15,2021-06-14,Special,7,2904,18.76
16305,DRL01,Dr Lou Hofmeyr Cardiology INC,2021-06-15,2021-05-15,2021-06-14,Local,32,3027,26.00
16305,DRL01,Dr Lou Hofmeyr Cardiology INC,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,82,7742,87.79
16459,DRP03,Dr Paolo Brogneri ,2021-06-15,2021-05-15,2021-06-14,Special,18,3019,21.63
16459,DRP03,Dr Paolo Brogneri ,2021-06-15,2021-05-15,2021-06-14,PABX Rental,0,0,1250.00
16459,DRP03,Dr Paolo Brogneri ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,247,15870,210.20
16459,DRP03,Dr Paolo Brogneri ,2021-06-15,2021-05-15,2021-06-14,National,10,1067,13.04
16459,DRP03,Dr Paolo Brogneri ,2021-06-15,2021-05-15,2021-06-14,Local,127,12457,137.25
16459,DRP03,Dr Paolo Brogneri ,2021-06-15,2021-05-15,2021-06-14,Frog Foot Fibre,0,0,699.00
16459,DRP03,Dr Paolo Brogneri ,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,99.00
16253,DRP01,Dr Pieter Russouw INC,2021-06-15,2021-05-15,2021-06-14,Special,30,13532,81.25
16253,DRP01,Dr Pieter Russouw INC,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,72,7987,86.89
16253,DRP01,Dr Pieter Russouw INC,2021-06-15,2021-05-15,2021-06-14,National,16,2683,19.21
16253,DRP01,Dr Pieter Russouw INC,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16253,DRP01,Dr Pieter Russouw INC,2021-06-15,2021-05-15,2021-06-14,Local,41,3896,22.20
16509,RPB01,Dr RP Bodenstein Inc,2021-06-15,2021-05-15,2021-06-14,Local,18,753,3.96
16509,RPB01,Dr RP Bodenstein Inc,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,35,3503,43.93
16509,RPB01,Dr RP Bodenstein Inc,2021-06-15,2021-05-15,2021-06-14,Special,6,2203,8.68
16509,RPB01,Dr RP Bodenstein Inc,2021-06-15,2021-05-15,2021-06-14,National,2,54,0.68
16509,RPB01,Dr RP Bodenstein Inc,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,99.00
16376,WAR02,DR WARREN STILWARNEY,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,312,28231,307.37
16376,WAR02,DR WARREN STILWARNEY,2021-06-15,2021-05-15,2021-06-14,Local,59,6337,40.01
16376,WAR02,DR WARREN STILWARNEY,2021-06-15,2021-05-15,2021-06-14,Admin Fee,0,0,50.00
16376,WAR02,DR WARREN STILWARNEY,2021-06-15,2021-05-15,2021-06-14,National,9,761,5.31
16376,WAR02,DR WARREN STILWARNEY,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,4,405,4.41
16376,WAR02,DR WARREN STILWARNEY,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 4 - 8 Lines,0,0,295.00
16376,WAR02,DR WARREN STILWARNEY,2021-06-15,2021-05-15,2021-06-14,Special,1,48,0.44
16310,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,International,1,106,2.92
16310,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,48,6788,49.39
16310,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,8,2671,16.69
16310,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,1,160,0.22
16310,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
16310,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,80,9556,119.73
16310,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,3,173,2.18
16310,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,18,5118,58.82
16310,DRI01,Dried Fruit for Africa Brackenfell (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,2,206,2.49
16495,DRS01,DRS CL & ME LANDMAN INC t/a MediPark 24,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,3555,389971,4241.60
16495,DRS01,DRS CL & ME LANDMAN INC t/a MediPark 24,2021-06-15,2021-05-15,2021-06-14,Special,120,34082,184.40
16495,DRS01,DRS CL & ME LANDMAN INC t/a MediPark 24,2021-06-15,2021-05-15,2021-06-14,National,77,12604,82.97
16495,DRS01,DRS CL & ME LANDMAN INC t/a MediPark 24,2021-06-15,2021-05-15,2021-06-14,Special,10,582,2.56
16495,DRS01,DRS CL & ME LANDMAN INC t/a MediPark 24,2021-06-15,2021-05-15,2021-06-14,National,133,20762,146.64
16495,DRS01,DRS CL & ME LANDMAN INC t/a MediPark 24,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,1057,119543,1300.11
16495,DRS01,DRS CL & ME LANDMAN INC t/a MediPark 24,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,99.00
16495,DRS01,DRS CL & ME LANDMAN INC t/a MediPark 24,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,7,902,9.80
16495,DRS01,DRS CL & ME LANDMAN INC t/a MediPark 24,2021-06-15,2021-05-15,2021-06-14,Local,285,35375,170.06
16495,DRS01,DRS CL & ME LANDMAN INC t/a MediPark 24,2021-06-15,2021-05-15,2021-06-14,SAIX Line,0,0,1499.00
16495,DRS01,DRS CL & ME LANDMAN INC t/a MediPark 24,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,6,266,2.92
16495,DRS01,DRS CL & ME LANDMAN INC t/a MediPark 24,2021-06-15,2021-05-15,2021-06-14,Local,901,96299,505.12
16387,DUR01,Durbanville Assembly Of God T/A Urban Edge Church ,2021-06-15,2021-05-15,2021-06-14,Special,14,5818,35.64
16387,DUR01,Durbanville Assembly Of God T/A Urban Edge Church ,2021-06-15,2021-05-15,2021-06-14,National,11,1630,11.62
16387,DUR01,Durbanville Assembly Of God T/A Urban Edge Church ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,2,735,7.97
16387,DUR01,Durbanville Assembly Of God T/A Urban Edge Church ,2021-06-15,2021-05-15,2021-06-14,Local,37,4244,26.86
16387,DUR01,Durbanville Assembly Of God T/A Urban Edge Church ,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 4 - 8 Lines,0,0,495.00
16387,DUR01,Durbanville Assembly Of God T/A Urban Edge Church ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,97,15177,164.90
16415,EAA01,EAA Investments -Head Office ,2021-06-15,2021-05-15,2021-06-14,Special,11,6720,41.97
16415,EAA01,EAA Investments -Head Office ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,1,47,0.59
16415,EAA01,EAA Investments -Head Office ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,562,40591,509.40
16415,EAA01,EAA Investments -Head Office ,2021-06-15,2021-05-15,2021-06-14,National,5,562,2.95
16415,EAA01,EAA Investments -Head Office ,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
16415,EAA01,EAA Investments -Head Office ,2021-06-15,2021-05-15,2021-06-14,Local,170,18223,125.44
16415,EAA01,EAA Investments -Head Office ,2021-06-15,2021-05-15,2021-06-14,Local,2,75,0.19
16415,EAA01,EAA Investments -Head Office ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,6,598,7.50
16416,EAA02,EAA Investments -House ,2021-06-15,2021-05-15,2021-06-14,National,3,146,0.92
16416,EAA02,EAA Investments -House ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,235,23535,295.09
16416,EAA02,EAA Investments -House ,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
16416,EAA02,EAA Investments -House ,2021-06-15,2021-05-15,2021-06-14,Local,1,19,0.05
16416,EAA02,EAA Investments -House ,2021-06-15,2021-05-15,2021-06-14,Special,5,1674,13.13
16416,EAA02,EAA Investments -House ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,22,1216,15.28
16416,EAA02,EAA Investments -House ,2021-06-15,2021-05-15,2021-06-14,Local,89,21534,214.72
16439,SUN01,Earthview Lighting ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,5,3122,36.45
16439,SUN01,Earthview Lighting ,2021-06-15,2021-05-15,2021-06-14,Special,3,1530,9.55
16439,SUN01,Earthview Lighting ,2021-06-15,2021-05-15,2021-06-14,Local,17,4175,33.38
16439,SUN01,Earthview Lighting ,2021-06-15,2021-05-15,2021-06-14,National,2,538,2.28
16439,SUN01,Earthview Lighting ,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,199.00
16313,EDE01,Eden Park Management CC,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
16313,EDE01,Eden Park Management CC,2021-06-15,2021-05-15,2021-06-14,Local,187,20071,134.51
16313,EDE01,Eden Park Management CC,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,175,15463,168.39
16313,EDE01,Eden Park Management CC,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,30,4860,52.79
16313,EDE01,Eden Park Management CC,2021-06-15,2021-05-15,2021-06-14,Special,11,4099,24.35
16313,EDE01,Eden Park Management CC,2021-06-15,2021-05-15,2021-06-14,Local,7,1454,12.38
16360,EDH01,Edhane Properties (PTY) LTD Goodwood,2021-06-15,2021-05-15,2021-06-14,Special,5,1797,4.79
16360,EDH01,Edhane Properties (PTY) LTD Goodwood,2021-06-15,2021-05-15,2021-06-14,National,3,297,3.48
16360,EDH01,Edhane Properties (PTY) LTD Goodwood,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,53,6127,71.69
16360,EDH01,Edhane Properties (PTY) LTD Goodwood,2021-06-15,2021-05-15,2021-06-14,Local,64,13853,81.87
16360,EDH01,Edhane Properties (PTY) LTD Goodwood,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
16361,EDH02,Edhane Properties (PTY) LTD Panorama,2021-06-15,2021-05-15,2021-06-14,Local,99,12733,106.37
16361,EDH02,Edhane Properties (PTY) LTD Panorama,2021-06-15,2021-05-15,2021-06-14,Special,22,9044,64.86
16361,EDH02,Edhane Properties (PTY) LTD Panorama,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,126,16790,196.45
16361,EDH02,Edhane Properties (PTY) LTD Panorama,2021-06-15,2021-05-15,2021-06-14,National,4,912,6.25
16361,EDH02,Edhane Properties (PTY) LTD Panorama,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
16283,EDW01,EDWARD SEARLE (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,121,9791,106.64
16283,EDW01,EDWARD SEARLE (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Router Rental,0,0,379.00
16283,EDW01,EDWARD SEARLE (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,International,3,494,13.61
16283,EDW01,EDWARD SEARLE (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,3,381,2.41
16283,EDW01,EDWARD SEARLE (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,On Net,93,14037,0.00
16283,EDW01,EDWARD SEARLE (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,61,4681,41.14
16283,EDW01,EDWARD SEARLE (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16283,EDW01,EDWARD SEARLE (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,7,1794,10.56
16284,EDW02,Edward Searle (PTY) LTD Johannesburg,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,685,80792,878.90
16284,EDW02,Edward Searle (PTY) LTD Johannesburg,2021-06-15,2021-05-15,2021-06-14,On Net,88,8912,0.00
16284,EDW02,Edward Searle (PTY) LTD Johannesburg,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,440.00
16284,EDW02,Edward Searle (PTY) LTD Johannesburg,2021-06-15,2021-05-15,2021-06-14,Local,229,25040,217.89
16284,EDW02,Edward Searle (PTY) LTD Johannesburg,2021-06-15,2021-05-15,2021-06-14,National,150,26971,170.04
16284,EDW02,Edward Searle (PTY) LTD Johannesburg,2021-06-15,2021-05-15,2021-06-14,International,2,128,3.53
16284,EDW02,Edward Searle (PTY) LTD Johannesburg,2021-06-15,2021-05-15,2021-06-14,Special,66,11262,74.13
16257,ENR01,Enriching Life CC,2021-06-15,2021-05-15,2021-06-14,Router Rental,0,0,649.00
16257,ENR01,Enriching Life CC,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,6,856,10.02
16257,ENR01,Enriching Life CC,2021-06-15,2021-05-15,2021-06-14,National,78,28109,166.44
16257,ENR01,Enriching Life CC,2021-06-15,2021-05-15,2021-06-14,Local,194,28785,173.44
16257,ENR01,Enriching Life CC,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,353,51914,607.19
16257,ENR01,Enriching Life CC,2021-06-15,2021-05-15,2021-06-14,SAIX Line,0,0,1350.00
16257,ENR01,Enriching Life CC,2021-06-15,2021-05-15,2021-06-14,Special,215,83630,501.59
16382,FBA01,FB Airconditioning (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,Local,222,30769,226.70
16382,FBA01,FB Airconditioning (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,551,51644,562.03
16382,FBA01,FB Airconditioning (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,National,29,6466,51.80
16382,FBA01,FB Airconditioning (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,Special,26,15304,93.72
16382,FBA01,FB Airconditioning (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,Local,1,38,0.18
16382,FBA01,FB Airconditioning (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,11,1105,12.01
16382,FBA01,FB Airconditioning (PTY) LTD ,2021-06-15,2021-05-15,2021-06-14,Wireless Connectivity,0,0,2999.00
16182,FEL01,Fellowship Business Solutions (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,15,683,8.58
16182,FEL01,Fellowship Business Solutions (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,31,4052,45.29
16182,FEL01,Fellowship Business Solutions (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,8,6741,43.23
16182,FEL01,Fellowship Business Solutions (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16182,FEL01,Fellowship Business Solutions (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,18,3928,49.17
16182,FEL01,Fellowship Business Solutions (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,2,28,0.36
16450,FER01,Ferndale Nurseries CC,2021-06-15,2021-05-15,2021-06-14,Special,14,4620,40.48
16450,FER01,Ferndale Nurseries CC,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 4 - 8 Lines,0,0,295.00
16450,FER01,Ferndale Nurseries CC,2021-06-15,2021-05-15,2021-06-14,Local,12,783,3.83
16450,FER01,Ferndale Nurseries CC,2021-06-15,2021-05-15,2021-06-14,National,5,1260,10.52
16450,FER01,Ferndale Nurseries CC,2021-06-15,2021-05-15,2021-06-14,Local,294,32726,248.40
16450,FER01,Ferndale Nurseries CC,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,14,850,9.27
16435,FFT01,FFT Property (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,15,3009,25.29
16435,FFT01,FFT Property (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,1154,72298,848.35
16435,FFT01,FFT Property (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,8,327,1.60
16435,FFT01,FFT Property (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,2,110,1.29
16435,FFT01,FFT Property (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,74,8304,45.47
16435,FFT01,FFT Property (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,270.00
16343,FIT01,Fitness Machine (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,99.00
16201,FTI01,Flantrade Investments CC,2021-06-15,2021-05-15,2021-06-14,International,1,44,0.35
16201,FTI01,Flantrade Investments CC,2021-06-15,2021-05-15,2021-06-14,Local,19,2714,18.22
16201,FTI01,Flantrade Investments CC,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,7,297,3.50
16201,FTI01,Flantrade Investments CC,2021-06-15,2021-05-15,2021-06-14,National,4,635,6.96
16201,FTI01,Flantrade Investments CC,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
16201,FTI01,Flantrade Investments CC,2021-06-15,2021-05-15,2021-06-14,Router Rental,0,0,379.00
16201,FTI01,Flantrade Investments CC,2021-06-15,2021-05-15,2021-06-14,Special,3,336,2.79
16259,FOR01,Formeset Print (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,2077,206434,2246.98
16259,FOR01,Formeset Print (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,16,3947,13.25
16259,FOR01,Formeset Print (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,1,102,1.11
16259,FOR01,Formeset Print (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,85,23073,100.46
16259,FOR01,Formeset Print (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Special,1,346,1.29
16259,FOR01,Formeset Print (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Sip Account,0,0,99.00
16259,FOR01,Formeset Print (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,International,10,1580,41.47
16259,FOR01,Formeset Print (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,National,132,31334,189.65
16259,FOR01,Formeset Print (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,243,24411,265.72
16259,FOR01,Formeset Print (PTY) LTD,2021-06-15,2021-05-15,2021-06-14,Local,1204,102886,445.92
16335,FRE03,Frederick Paule Steyn INC Eerste Rivier,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,1110,124764,1563.68
16335,FRE03,Frederick Paule Steyn INC Eerste Rivier,2021-06-15,2021-05-15,2021-06-14,Local,2,210,0.53
16335,FRE03,Frederick Paule Steyn INC Eerste Rivier,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,6,506,6.36
16335,FRE03,Frederick Paule Steyn INC Eerste Rivier,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,74,7313,91.68
16335,FRE03,Frederick Paule Steyn INC Eerste Rivier,2021-06-15,2021-05-15,2021-06-14,Special,24,5560,40.57
16335,FRE03,Frederick Paule Steyn INC Eerste Rivier,2021-06-15,2021-05-15,2021-06-14,Monthly Line Rental: 4 - 8 Lines,0,0,495.00
16335,FRE03,Frederick Paule Steyn INC Eerste Rivier,2021-06-15,2021-05-15,2021-06-14,National,3,533,6.67
16335,FRE03,Frederick Paule Steyn INC Eerste Rivier,2021-06-15,2021-05-15,2021-06-14,Local,250,27048,86.37
16159,FRE01,Frederick Paule Styn Inc,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile Non-CLI,2,142,1.79
16159,FRE01,Frederick Paule Styn Inc,2021-06-15,2021-05-15,2021-06-14,Fixed to Mobile CLI,480,55021,689.57
16159,FRE01,Frederick Paule Styn Inc,2021-06-15,2021-05-15,2021-06-14,International,1,223,6.14
16159,FRE01,Frederick Paule Styn Inc,2021-06-15,2021-05-15,2021-06-14,Special,14,4462,30.40
16159,FRE01,Frederick Paule Styn Inc,2021-06-15,2021-05-15,2021-06-14,ADSL Line,0,0,430.00
