invoiceNumber,accountingCode,AccountName,invoiceDate,invoiceFrom,invoiceTo,Description,numberOfCalls,callDuration,FeeAmount
3999,AHOL01,A.Holman Trading Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,286,35061,196.47
3999,AHOL01,A.Holman Trading Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 4 - 8 Lines,0,0,430.00
3999,AHOL01,A.Holman Trading Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,30,0.33
3999,AHOL01,A.Holman Trading Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,476,40814,444.44
3999,AHOL01,A.Holman Trading Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,1848,254939,1349.45
3999,AHOL01,A.Holman Trading Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,11,1402,11.13
3755,AHOL01,A.Holman Trading Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,1848,254939,1349.45
3755,AHOL01,A.Holman Trading Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,30,0.33
3755,AHOL01,A.Holman Trading Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,476,40814,444.44
3755,AHOL01,A.Holman Trading Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,286,35061,196.47
3755,AHOL01,A.Holman Trading Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,11,1402,11.13
3755,AHOL01,A.Holman Trading Company (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 4 - 8 Lines,0,0,430.00
3916,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,2,70,0.56
3916,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
3916,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,3510,299777,1490.78
3916,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,309,27102,295.18
3916,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,23,4496,19.32
3916,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,170,41579,216.67
3916,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,1,6,0.04
3916,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,2740,227746,2481.79
3916,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,5950.00
3916,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,1,30,0.33
3916,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,25,1173,12.84
3916,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,130,18743,136.28
4183,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,5950.00
4183,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
4183,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,309,27102,295.18
4183,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,2740,227746,2481.79
4183,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,1,6,0.04
4183,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,170,41579,216.67
4183,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,3510,299777,1490.78
4183,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,25,1173,12.84
4183,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,1,30,0.33
4183,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,2,70,0.56
4183,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,130,18743,136.28
4183,ABC02,ABC Printers (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,23,4496,19.32
4128,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,389,45688,253.50
4128,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,206,26103,181.66
4128,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,SAIX Line,0,0,1599.00
4128,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Redundancy,0,0,299.00
4128,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,CPE Monthly,0,0,999.00
4128,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,1,5,0.06
4128,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,632,58423,684.25
4128,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,90,18336,111.28
3863,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,SAIX Line,0,0,1599.00
3863,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Redundancy,0,0,299.00
3863,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,632,58423,684.25
3863,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,206,26103,181.66
3863,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,CPE Monthly,0,0,999.00
3863,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,90,18336,111.28
3863,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,389,45688,253.50
3863,ABC01,ABC Pumps and Engineering (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,1,5,0.06
3986,ACR01,Acronamix CC,07/15/2018,06/15/2018,07/14/2018,Business Internet Access (ADSL),0,0,525.00
3768,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,National,18,4218,22.53
3768,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Special,21,2813,19.85
3768,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Special,1,25,0.09
3768,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3768,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,8,2018,25.27
3768,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Local,99,12365,76.84
3768,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,4,509,6.38
3768,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,731,79040,990.48
4022,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,8,2018,25.27
4022,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,National,18,4218,22.53
4022,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Special,21,2813,19.85
4022,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
4022,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Special,1,25,0.09
4022,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Local,99,12365,76.84
4022,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,4,509,6.38
4022,ACT01,Action Volunteers Africa ,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,731,79040,990.48
3923,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,2,70,0.77
3923,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,273,22253,242.41
3923,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Special,18,1808,10.38
3923,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Local,1,121,0.51
3923,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3923,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,19,934,10.23
3923,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Local,90,11486,68.15
3923,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,National,3,398,2.48
4190,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
4190,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Special,18,1808,10.38
4190,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Local,1,121,0.51
4190,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,National,3,398,2.48
4190,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,2,70,0.77
4190,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Local,90,11486,68.15
4190,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,19,934,10.23
4190,ACT02,Active Storage CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,273,22253,242.41
3797,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,499.00
3797,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,Local,482,52594,280.10
3797,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,National,111,15160,133.47
3797,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,Special,53,13835,81.25
3797,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
3797,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,635,65479,712.53
3797,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,International,14,1293,25.57
4055,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,499.00
4055,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,Special,53,13835,81.25
4055,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,International,14,1293,25.57
4055,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,635,65479,712.53
4055,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,National,111,15160,133.47
4055,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
4055,ADA01,ADAMA SOUTH AFRICA (PTY)  LTD,07/15/2018,06/15/2018,07/14/2018,Local,482,52594,280.10
3888,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Temporary Solution,0,0,1500.00
3888,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,287,24883,277.21
3888,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,86,11699,76.39
3888,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,365,51318,370.59
3888,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,International,1,244,1.80
3888,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,CPE Monthly,0,0,1795.00
3888,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,68,12352,88.98
4153,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,CPE Monthly,0,0,1795.00
4153,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,287,24883,277.21
4153,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,365,51318,370.59
4153,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,International,1,244,1.80
4153,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,86,11699,76.39
4153,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,68,12352,88.98
4153,AFR01,African Logistics and Shipping International (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Temporary Solution,0,0,1500.00
3786,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Special,18,3618,26.51
3786,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Local,2,34,0.38
3786,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,2100,85106,1071.67
3786,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,4,433,5.43
3786,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Local,154,11383,56.79
3786,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,National,7,1371,8.11
3786,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3786,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,National,4,216,1.13
3786,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,2,106,1.33
4043,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile Non-CLI,2,106,1.33
4043,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,National,7,1371,8.11
4043,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,2100,85106,1071.67
4043,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Local,2,34,0.38
4043,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
4043,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Local,154,11383,56.79
4043,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Special,18,3618,26.51
4043,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,4,433,5.43
4043,ALE01,Alenti 125 (PTY) LTD t/a Seeff Plattekloof,07/15/2018,06/15/2018,07/14/2018,National,4,216,1.13
3981,ALT01,Altosys (Pty) Ltd -  Simonstown,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3981,ALT01,Altosys (Pty) Ltd -  Simonstown,07/15/2018,06/15/2018,07/14/2018,National,1,104,0.61
3981,ALT01,Altosys (Pty) Ltd -  Simonstown,07/15/2018,06/15/2018,07/14/2018,Local,37,5231,42.60
3981,ALT01,Altosys (Pty) Ltd -  Simonstown,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,18,5082,63.58
3981,ALT01,Altosys (Pty) Ltd -  Simonstown,07/15/2018,06/15/2018,07/14/2018,Special,5,715,4.29
3743,ALT01,Altosys (Pty) Ltd -  Simonstown,07/15/2018,06/15/2018,07/14/2018,Special,5,715,4.29
3743,ALT01,Altosys (Pty) Ltd -  Simonstown,07/15/2018,06/15/2018,07/14/2018,National,1,104,0.61
3743,ALT01,Altosys (Pty) Ltd -  Simonstown,07/15/2018,06/15/2018,07/14/2018,Local,37,5231,42.60
3743,ALT01,Altosys (Pty) Ltd -  Simonstown,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,18,5082,63.58
3743,ALT01,Altosys (Pty) Ltd -  Simonstown,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3982,ALT02,Altosys (Pty) Ltd - Fish Hoek,07/15/2018,06/15/2018,07/14/2018,Special,37,8616,50.47
3982,ALT02,Altosys (Pty) Ltd - Fish Hoek,07/15/2018,06/15/2018,07/14/2018,National,3,94,0.24
3982,ALT02,Altosys (Pty) Ltd - Fish Hoek,07/15/2018,06/15/2018,07/14/2018,Local,1,183,0.77
3982,ALT02,Altosys (Pty) Ltd - Fish Hoek,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 4 - 8 Lines,0,0,430.00
3744,ALT02,Altosys (Pty) Ltd - Fish Hoek,07/15/2018,06/15/2018,07/14/2018,National,3,94,0.24
3744,ALT02,Altosys (Pty) Ltd - Fish Hoek,07/15/2018,06/15/2018,07/14/2018,Local,1,183,0.77
3744,ALT02,Altosys (Pty) Ltd - Fish Hoek,07/15/2018,06/15/2018,07/14/2018,Special,37,8616,50.47
3744,ALT02,Altosys (Pty) Ltd - Fish Hoek,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 4 - 8 Lines,0,0,430.00
3757,ALTYD01,Altyd Tevrede Beleggins,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3757,ALTYD01,Altyd Tevrede Beleggins,07/15/2018,06/15/2018,07/14/2018,Local,227,39004,212.43
3757,ALTYD01,Altyd Tevrede Beleggins,07/15/2018,06/15/2018,07/14/2018,Special,16,5048,5.94
3757,ALTYD01,Altyd Tevrede Beleggins,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,267,49961,625.51
3757,ALTYD01,Altyd Tevrede Beleggins,07/15/2018,06/15/2018,07/14/2018,National,37,4807,25.13
3757,ALTYD01,Altyd Tevrede Beleggins,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,16,0.20
4002,ALTYD01,Altyd Tevrede Beleggins,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,267,49961,625.51
4002,ALTYD01,Altyd Tevrede Beleggins,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
4002,ALTYD01,Altyd Tevrede Beleggins,07/15/2018,06/15/2018,07/14/2018,Local,227,39004,212.43
4002,ALTYD01,Altyd Tevrede Beleggins,07/15/2018,06/15/2018,07/14/2018,Special,16,5048,5.94
4002,ALTYD01,Altyd Tevrede Beleggins,07/15/2018,06/15/2018,07/14/2018,National,37,4807,25.13
4002,ALTYD01,Altyd Tevrede Beleggins,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,16,0.20
4015,AQU01,Aquaton Plumbing CC,07/15/2018,06/15/2018,07/14/2018,National,2,422,1.80
4015,AQU01,Aquaton Plumbing CC,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
4015,AQU01,Aquaton Plumbing CC,07/15/2018,06/15/2018,07/14/2018,Local,154,11809,79.22
4015,AQU01,Aquaton Plumbing CC,07/15/2018,06/15/2018,07/14/2018,Special,3,2570,15.35
4015,AQU01,Aquaton Plumbing CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,326,13753,172.98
3764,AQU01,Aquaton Plumbing CC,07/15/2018,06/15/2018,07/14/2018,National,2,422,1.80
3764,AQU01,Aquaton Plumbing CC,07/15/2018,06/15/2018,07/14/2018,Local,154,11809,79.22
3764,AQU01,Aquaton Plumbing CC,07/15/2018,06/15/2018,07/14/2018,Special,3,2570,15.35
3764,AQU01,Aquaton Plumbing CC,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3764,AQU01,Aquaton Plumbing CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,326,13753,172.98
3807,ARC01,Arch Actuarial Consulting CC,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,379.00
3807,ARC01,Arch Actuarial Consulting CC,07/15/2018,06/15/2018,07/14/2018,National,29,3913,25.26
3807,ARC01,Arch Actuarial Consulting CC,07/15/2018,06/15/2018,07/14/2018,Special,10,8508,6.38
3807,ARC01,Arch Actuarial Consulting CC,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3807,ARC01,Arch Actuarial Consulting CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,40,5985,68.00
3807,ARC01,Arch Actuarial Consulting CC,07/15/2018,06/15/2018,07/14/2018,Local,55,5975,33.75
4068,ARC01,Arch Actuarial Consulting CC,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
4068,ARC01,Arch Actuarial Consulting CC,07/15/2018,06/15/2018,07/14/2018,National,29,3913,25.26
4068,ARC01,Arch Actuarial Consulting CC,07/15/2018,06/15/2018,07/14/2018,Special,10,8508,6.38
4068,ARC01,Arch Actuarial Consulting CC,07/15/2018,06/15/2018,07/14/2018,Router Rental,0,0,379.00
4068,ARC01,Arch Actuarial Consulting CC,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,40,5985,68.00
4068,ARC01,Arch Actuarial Consulting CC,07/15/2018,06/15/2018,07/14/2018,Local,55,5975,33.75
3972,AS201,AS2 ACCOUNTING SOFTWARE SOLUTIONS (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
4157,AS201,AS2 ACCOUNTING SOFTWARE SOLUTIONS (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Sip Account,0,0,99.00
3784,ATL01,Atlantis Forklift Services and Hire (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,428,26414,288.24
3784,ATL01,Atlantis Forklift Services and Hire (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3784,ATL01,Atlantis Forklift Services and Hire (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,3,181,1.97
3784,ATL01,Atlantis Forklift Services and Hire (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,154,14135,101.12
3784,ATL01,Atlantis Forklift Services and Hire (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,416,56427,349.01
3784,ATL01,Atlantis Forklift Services and Hire (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,37,7962,53.76
4040,ATL01,Atlantis Forklift Services and Hire (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,3,181,1.97
4040,ATL01,Atlantis Forklift Services and Hire (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,National,154,14135,101.12
4040,ATL01,Atlantis Forklift Services and Hire (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
4040,ATL01,Atlantis Forklift Services and Hire (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Local,416,56427,349.01
4040,ATL01,Atlantis Forklift Services and Hire (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,428,26414,288.24
4040,ATL01,Atlantis Forklift Services and Hire (PTY) LTD,07/15/2018,06/15/2018,07/14/2018,Special,37,7962,53.76
3801,ATL02,Atlantis Forklift Services and Hire (PTY) LTD Citrusdal,07/15/2018,06/15/2018,07/14/2018,Local,4,226,0.58
3801,ATL02,Atlantis Forklift Services and Hire (PTY) LTD Citrusdal,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,15,940,10.25
3801,ATL02,Atlantis Forklift Services and Hire (PTY) LTD Citrusdal,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,525.00
4061,ATL02,Atlantis Forklift Services and Hire (PTY) LTD Citrusdal,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,15,940,10.25
4061,ATL02,Atlantis Forklift Services and Hire (PTY) LTD Citrusdal,07/15/2018,06/15/2018,07/14/2018,Local,4,226,0.58
4061,ATL02,Atlantis Forklift Services and Hire (PTY) LTD Citrusdal,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,525.00
3880,BAC01,Backwave Property Consultants CC t/a Harcourts,07/15/2018,06/15/2018,07/14/2018,Special,20,3791,27.61
3880,BAC01,Backwave Property Consultants CC t/a Harcourts,07/15/2018,06/15/2018,07/14/2018,National,12,2634,27.93
3880,BAC01,Backwave Property Consultants CC t/a Harcourts,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,258,30852,360.96
3880,BAC01,Backwave Property Consultants CC t/a Harcourts,07/15/2018,06/15/2018,07/14/2018,Monthly Line Rental: 1 - 4 Lines,0,0,220.00
3880,BAC01,Backwave Property Consultants CC t/a Harcourts,07/15/2018,06/15/2018,07/14/2018,Local,161,27437,129.08
3880,BAC01,Backwave Property Consultants CC t/a Harcourts,07/15/2018,06/15/2018,07/14/2018,International,1,45,0.24
3880,BAC01,Backwave Property Consultants CC t/a Harcourts,07/15/2018,06/15/2018,07/14/2018,Local,1,218,0.91
3880,BAC01,Backwave Property Consultants CC t/a Harcourts,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,308,3.60
4145,BAC01,Backwave Property Consultants CC t/a Harcourts,07/15/2018,06/15/2018,07/14/2018,National,12,2634,27.93
4145,BAC01,Backwave Property Consultants CC t/a Harcourts,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,258,30852,360.96
4145,BAC01,Backwave Property Consultants CC t/a Harcourts,07/15/2018,06/15/2018,07/14/2018,Special,20,3791,27.61
4145,BAC01,Backwave Property Consultants CC t/a Harcourts,07/15/2018,06/15/2018,07/14/2018,Fixed to Mobile CLI,1,308,3.60
