1002001,National
1002001,Monthly Line Rental: 4 - 8 Lines
1002001,Fixed to Mobile CLI
1004001,Fixed to Mobile Non-CLI
1002001,Local
1002001,Special
1002001,Mobile Non-CLI
1002001,Mobile 
1002001,Sip Account
1050003,Router Rental
1002001,Mobile
1002001,SAIX Line
1002001,Redundancy
1002001,CPE Monthly
1002001,Monthly Line Rental: 1 - 4 Lines
